id,colors.0.r,colors.0.g,colors.0.b,colors.1.r,colors.1.g,colors.1.b,colors.0.hex,colors.1.hex
10310,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10313,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10314,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10315,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10317,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10318,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10319,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10324,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10327,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10328,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10331,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10332,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10333,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10334,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10335,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10336,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10337,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10338,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10341,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10344,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10345,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10346,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10347,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10349,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10350,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10351,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10353,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10355,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10357,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10359,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10360,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10361,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10363,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10365,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10367,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10368,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10370,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10372,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10374,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10376,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10377,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10378,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10380,1.0,0.0470588244,0.0470588244,0.349019617,0.368627459,1.0,#ff0c0c,#595eff
10384,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10386,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10388,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10390,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10392,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10393,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10396,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10398,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10399,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10404,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10405,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10406,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10407,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10408,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10409,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10411,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10412,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10418,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10420,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10421,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10422,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10427,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10429,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10430,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10431,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10432,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10434,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10435,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10437,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10438,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10439,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10441,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10444,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10445,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10446,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10447,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10449,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10450,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10453,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10454,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10457,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10458,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10459,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10460,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10461,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10464,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10466,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10468,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10470,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10472,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10473,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10477,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10478,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10479,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10480,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10483,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10484,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10486,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10487,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10491,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10492,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10493,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10495,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10497,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10498,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10500,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10501,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10502,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10503,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10504,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10505,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10507,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10508,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10510,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10513,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10514,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10515,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10517,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10519,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10520,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10521,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10522,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10525,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10527,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10528,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10531,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10532,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10533,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10534,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10535,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10536,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10538,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10539,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10544,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10545,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10546,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10550,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10551,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10552,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10553,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
10554,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
